"EmployeeNumber","Surname","GivenName","Gender","City","JobTitle","DepartmentName","StoreLocation","Division","Age","LengthService","AbsentHours","BusinessUnit","AbsenceRate"
3543,"Phillips","Marianne","F","Summerland","Produce Clerk","Produce","Kelowna","Stores",36.12947961,5.223611183,0,"Stores",1.680458593
3544,"Shelton","Shirley","F","Vancouver","Meat Cutter","Meats","Vancouver","Stores",24.5891047,5.547060977,17.85170877,"Stores",-0.684606884
3545,"Fowler","Emma","F","Terrace","Produce Clerk","Produce","Terrace","Stores",40.74099647,4.614019338,27.0486512,"Stores",2.668839231
3546,"Cordell","Domingo","M","Vancouver","Meat Cutter","Meats","Vancouver","Stores",43.46158934,3.142252091,65.70555886,"Stores",3.352202074
3547,"Pitts","Betty","F","Vancouver","Meat Cutter","Meats","Vancouver","Stores",28.2256607,5.884260049,0,"Stores",0.021074929
3548,"Carroll","Daniel","M","Nanaimo","Produce Clerk","Produce","Nanaimo","Stores",56.59633632,5.071986848,155.2339417,"Stores",5.836857036
3549,"Smith","Lai","F","New Westminster","Produce Clerk","Produce","New Westminster","Stores",55.10650839,6.171216785,112.4247886,"Stores",5.436200409
3550,"Ziemba","Heather","F","Burnaby","Shelf Stocker","Processed Foods","Burnaby","Stores",41.15868187,5.526874007,74.19014187,"Stores",2.671087594
3551,"Bernard","Desiree","F","Burnaby","Shelf Stocker","Processed Foods","Burnaby","Stores",54.86664196,5.007857354,119.4646149,"Stores",5.492528264
3552,"Shepherd","Arthur","M","Vancouver","Meat Cutter","Meats","Vancouver","Stores",38.30291262,2.901405621,31.58989743,"Stores",2.329738959
3553,"Hunt","Alfred","M","Chief Lake","Produce Clerk","Produce","Prince George","Stores",39.66318521,7.317194622,33.37031618,"Stores",2.206980092
3554,"Dandrea","Ida","F","Richmond","Produce Clerk","Produce","Richmond","Stores",43.31346823,5.416133416,89.36444787,"Stores",3.117224868
3555,"Bruner","Richard","M","Victoria","Baker","Bakery","Victoria","Stores",62.92679057,6.742554986,169.0216937,"Stores",6.967608724
3556,"Williams","Aurora","F","Victoria","Produce Clerk","Produce","Victoria","Stores",31.07972962,5.773559341,0,"Stores",0.608751508
3557,"Cockrell","Leon","M","Elkford","Meat Cutter","Meats","Cranbrook","Stores",50.41943801,3.968750857,108.7581427,"Stores",4.686040517
3558,"Sanders","Reid","M","Burnaby","Shelf Stocker","Processed Foods","Burnaby","Stores",42.90487284,8.316552906,52.13821638,"Stores",2.77304075
3559,"Miller","Mary","F","Kelowna","Meat Cutter","Meats","Kelowna","Stores",43.12586724,4.693936512,18.57833599,"Stores",3.144360009
3560,"Carpenter","Steven","M","Willow Point","Meat Cutter","Meats","Trail","Stores",50.76611099,4.449807854,84.49198936,"Stores",4.712842723
3561,"Staten","Sharon","F","Campbell River","Produce Clerk","Produce","Nanaimo","Stores",37.43162117,4.795780486,76.77065017,"Stores",1.982597094
3562,"Shier","John","M","Vancouver","Dairy Person","Dairy","Vancouver","Stores",56.23797636,6.23965893,133.1534628,"Stores",5.659052426
3563,"Sharp","Dawn","F","Surrey","Produce Clerk","Produce","Surrey","Stores",38.48786603,5.617063007,57.614717,"Stores",2.122352743
3564,"Everett","George","M","New Westminster","Produce Clerk","Produce","New Westminster","Stores",38.53781507,4.311849559,25.12317363,"Stores",2.250131085
3565,"Hyatt","Earl","M","Cranbrook","Meat Cutter","Meats","Cranbrook","Stores",22.24818425,5.632610578,0,"Stores",-1.16614883
3566,"Polizzi","Anthony","M","Topley","Meat Cutter","Meats","Prince George","Stores",49.71672177,4.118617896,69.98270067,"Stores",4.530291733
3567,"Vassallo","Kim","F","Spences Bridge","Meat Cutter","Meats","Kamloops","Stores",33.37173673,3.560148976,3.948609502,"Stores",1.272224503
3568,"Terry","Charles","M","Castlegar","Produce Clerk","Produce","Trail","Stores",59.47953911,5.715019859,142.5374777,"Stores",6.362479771
3569,"Davis","Reginald","M","Nanaimo","Produce Clerk","Produce","Nanaimo","Stores",50.12434714,6.284253013,73.65320997,"Stores",4.417562711
3570,"Phillips","Christina","F","Vancouver","Dairy Person","Dairy","Vancouver","Stores",53.94497273,5.32476254,69.72120142,"Stores",5.277401971
3571,"English","David","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",45.38130419,8.242715789,17.40637124,"Stores",3.280955765
3572,"Johnson","Peg","F","New Westminster","Produce Clerk","Produce","New Westminster","Stores",54.26577616,5.626521009,80.61602911,"Stores",5.315132067
3573,"Leslie","Carolina","F","Vancouver","Dairy Person","Dairy","Vancouver","Stores",29.79382472,3.404068612,40.73035801,"Stores",0.562084633
3574,"Abbas","Eileen","F","Salmon Arm","Meat Cutter","Meats","Kamloops","Stores",52.86657704,5.164912488,138.8347475,"Stores",5.073533038
3575,"Peavler","Dallas","M","Hixon","Produce Clerk","Produce","Prince George","Stores",25.44506696,5.586868759,0,"Stores",-0.514938962
3576,"Stuart","Mitchell","M","Victoria","Baker","Bakery","Victoria","Stores",43.10282596,4.799179832,92.1086987,"Stores",3.130208253
3577,"Kraft","Albert","M","Coquitlam","Produce Clerk","Produce","Nanaimo","Stores",31.98614348,1.744820813,0,"Stores",1.155420484
3578,"Hames","Mary","F","Logan Lake","Produce Clerk","Produce","Kamloops","Stores",38.68148743,4.61700749,68.84439136,"Stores",2.251701328
3579,"Herron","Barbara","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",53.81629641,3.317122325,117.2534539,"Stores",5.432349902
3580,"Davis","Edna","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",33.99317162,4.263729458,0,"Stores",1.334580688
3581,"Manus","Eric","M","New Westminster","Produce Clerk","Produce","New Westminster","Stores",62.12210547,5.92041022,112.9258299,"Stores",6.878849421
3582,"Heckman","Maureen","F","Nanaimo","Produce Clerk","Produce","Nanaimo","Stores",41.08200957,1.269729774,36.32984938,"Stores",3.039359845
3583,"Patterson","Jim","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",51.81150717,6.563785034,107.2785912,"Stores",4.733862994
3584,"Parke","Lester","M","Fort Langley","Produce Clerk","Produce","Langley","Stores",49.80249114,4.937308107,28.88883229,"Stores",4.473845591
3586,"Thompson","Mauricio","M","Chilliwack","Meat Cutter","Meats","Chilliwack","Stores",28.89335327,4.476514708,0,"Stores",0.283135218
3587,"Green","Leslie","M","New Westminster","Produce Clerk","Produce","New Westminster","Stores",28.87707584,5.639652024,0,"Stores",0.1749809
3588,"Noble","Emily","F","Richmond","Produce Clerk","Produce","Richmond","Stores",55.6850076,6.645368913,98.34445158,"Stores",5.510549423
3589,"Moore","Jonathan","M","Vancouver","Dairy Person","Dairy","Vancouver","Stores",47.83853069,5.629052332,34.64944255,"Stores",4.013954843
3590,"Vinson","Robert","M","Good Hope Lake","Produce Clerk","Produce","Terrace","Stores",31.69981701,8.414389481,0,"Stores",0.496187308
3591,"Willard","Ben","M","Huntingdon","Meat Cutter","Meats","Abbotsford","Stores",42.89637288,7.881222132,56.01330224,"Stores",2.810566358
3592,"McNamara","Judith","F","Nanaimo","Produce Clerk","Produce","Nanaimo","Stores",47.59872367,6.281417298,59.10260966,"Stores",3.906602877
3593,"McGraw","Jean","F","Williams Lake","Produce Clerk","Produce","Williams Lake","Stores",44.59188421,5.596587035,56.20423333,"Stores",3.359722767
3594,"Rodriquez","Casey","M","Penticton","Meat Cutter","Meats","Kelowna","Stores",48.0814132,2.541970963,51.2641477,"Stores",4.341424761
3595,"Ore","Frieda","F","Richmond","Meat Cutter","Meats","Richmond","Stores",49.10476906,5.683314141,125.1461268,"Stores",4.265364343
3596,"Baker","Robert","M","New Westminster","Produce Clerk","Produce","New Westminster","Stores",52.90169726,6.927675974,81.23608113,"Stores",4.921724483
3597,"Harrah","Jessica","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",25.48809953,4.152865861,0,"Stores",-0.376949921
3598,"Perales","Tracy","F","Victoria","Baker","Bakery","Victoria","Stores",37.06645122,8.612728722,14.01637576,"Stores",1.564575557
3599,"Taylor","Julia","F","Black Point","Produce Clerk","Produce","Vernon","Stores",34.55497894,5.070710426,0,"Stores",1.375545763
3600,"Blakely","Andrew","M","Fraser Lake","Meat Cutter","Meats","Prince George","Stores",41.25429705,8.733221723,68.65405221,"Stores",2.40138139
3601,"Rick","Perry","M","Port Edward","Meat Cutter","Meats","Terrace","Stores",43.63713394,5.649623153,57.99515599,"Stores",3.161688909
3602,"Peters","Tara","F","Castlegar","Produce Clerk","Produce","Trail","Stores",62.39574057,8.759210137,170.2368295,"Stores",6.678311817
3603,"Wright","Justin","M","Qualicum Beach","Produce Clerk","Produce","Nanaimo","Stores",51.64335713,3.476183229,85.4546564,"Stores",4.978182076
3604,"Harriman","Kim","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",46.9743595,6.156825441,94.57280287,"Stores",3.791456579
3605,"Carter","Lavina","F","Vancouver","Dairy Person","Dairy","Vancouver","Stores",37.15863082,4.440195793,58.535429,"Stores",1.959397482
3606,"Creech","Marilyn","F","Kamloops","Meat Cutter","Meats","Kamloops","Stores",29.46904389,6.719158764,10.00458819,"Stores",0.197482014
3607,"McClure","Richard","M","New Westminster","Produce Clerk","Produce","New Westminster","Stores",45.65534313,5.375426376,74.44898592,"Stores",3.594917342
3608,"Pace","Patricia","F","Jaffray","Meat Cutter","Meats","Cranbrook","Stores",30.93576506,6.456008533,0,"Stores",0.518087004
3609,"Venable","William","M","Kelowna","Produce Clerk","Produce","Kelowna","Stores",46.38176995,6.670312361,72.42524808,"Stores",3.625217523
3610,"Hitt","Melba","F","Chilliwack","Produce Clerk","Produce","Chilliwack","Stores",48.55287253,7.082356744,157.2680567,"Stores",4.027527088
3611,"Cole","Sandra","F","New Westminster","Meat Cutter","Meats","New Westminster","Stores",34.65088277,6.088402292,0,"Stores",1.303210483
3612,"Uselton","Jason","M","Oyama","Produce Clerk","Produce","Kelowna","Stores",34.14304784,4.542870165,0,"Stores",1.339752178
3613,"Roque","Elbert","M","Chilliwack","Produce Clerk","Produce","Chilliwack","Stores",49.25942705,3.954877047,122.1341434,"Stores",4.452491603
3614,"Surratt","Vera","F","Port Coquitlam","Produce Clerk","Produce","Port Coquitlam","Stores",22.94786051,5.393332902,0,"Stores",-1.002954793
3615,"Thomas","Daniel","M","New Westminster","Meat Cutter","Meats","New Westminster","Stores",53.35943731,6.811030391,89.06640649,"Stores",5.024892253
3616,"Greenwood","Carlos","M","Burnaby","Shelf Stocker","Processed Foods","Burnaby","Stores",46.0107456,6.686252424,29.51012286,"Stores",3.548680857
3617,"Palmer","John","M","Chilliwack","Meat Cutter","Meats","Chilliwack","Stores",51.36558309,5.428493015,60.2881284,"Stores",4.745952048
3618,"Cunningham","James","M","Kamloops","Meat Cutter","Meats","Kamloops","Stores",35.73043089,4.675289735,0,"Stores",1.649118979
3619,"Matherly","Trish","F","Kitwanga","Meat Cutter","Meats","Terrace","Stores",39.53719365,5.230090826,55.80377365,"Stores",2.369635279
3620,"Schmaltz","Peggy","F","Vancouver","Dairy Person","Dairy","Vancouver","Stores",63.7464248,6.326187498,249.0558718,"Stores",7.17104871
3621,"Lacey","Olga","F","Pitt Meadows","Dairy Person","Dairy","Pitt Meadows","Stores",50.50449734,4.089789404,111.9979157,"Stores",4.692345601
3622,"Williams","Christina","F","Sicamous","Produce Clerk","Produce","Kelowna","Stores",41.28196082,5.606977427,62.79461609,"Stores",2.68881917
3623,"Underwood","Douglas","M","Whistler","Produce Clerk","Produce","Squamish","Stores",57.87046717,8.664770113,139.502222,"Stores",5.770857993
3624,"Jolly","Pedro","M","Genelle","Produce Clerk","Produce","Trail","Stores",47.51543285,3.991887573,58.88829925,"Stores",4.096150365
3625,"Cox","Leon","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",38.81322946,4.934619345,24.5158638,"Stores",2.249733983
3626,"Payne","Marion","F","Horsefly","Produce Clerk","Produce","Prince George","Stores",57.83578706,6.617852946,130.5615192,"Stores",5.948372757
3627,"Collins","Maria","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",36.4562964,3.797244503,31.28934118,"Stores",1.875200429
3628,"Ralston","Henry","M","Ashcroft","Produce Clerk","Produce","Kamloops","Stores",47.82685811,4.984678944,121.3420767,"Stores",4.069683961
3629,"Lemons","Ronna","F","Parksville","Produce Clerk","Produce","Nanaimo","Stores",44.87920978,8.427918275,81.38506354,"Stores",3.162629592
3630,"Williamson","Karen","F","Bougie Creek","Produce Clerk","Produce","Quesnel","Stores",49.44035466,7.200379209,105.5602166,"Stores",4.196523759
3631,"Applegate","Ernest","M","Kelowna","Produce Clerk","Produce","Kelowna","Stores",38.66891199,3.441122969,19.30040371,"Stores",2.355164682
3632,"Purington","Linda","F","Langley","Meat Cutter","Meats","Langley","Stores",36.68246322,2.477094291,10.04892883,"Stores",2.039993878
3633,"Baltazar","Frank","M","Kelowna","Produce Clerk","Produce","Kelowna","Stores",41.75988613,5.851809613,23.97652105,"Stores",2.763484595
3634,"Koga","Kristen","F","Prince George","Meat Cutter","Meats","Prince George","Stores",30.53719044,5.456473718,12.07758868,"Stores",0.527521304
3635,"Guion","Victoria","F","New Westminster","Meat Cutter","Meats","New Westminster","Stores",36.15747778,5.971905515,67.77335592,"Stores",1.618665245
3636,"Williams","Thelma","F","Grasmere","Meat Cutter","Meats","Cranbrook","Stores",45.35465533,5.515973571,53.68600551,"Stores",3.521383982
3637,"Bragg","Edwin","M","Haney","Dairy Person","Dairy","Haney","Stores",49.32648357,3.958981962,92.63049734,"Stores",4.465694552
3639,"Foley","Martine","F","Houston","Produce Clerk","Produce","Terrace","Stores",61.31932196,5.315341722,171.8954476,"Stores",6.770905084
3640,"Howell","James","M","Vancouver","Dairy Person","Dairy","Vancouver","Stores",52.63667236,3.698850099,11.42220079,"Stores",5.159166654
3641,"Allen","Ariel","F","New Westminster","Produce Clerk","Produce","New Westminster","Stores",37.42743733,5.905930582,54.06966903,"Stores",1.881667582
3642,"Crawford","Billy","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",39.26165153,7.096354838,4.782438745,"Stores",2.145614247
3643,"Demers","Dina","F","Victoria","Baker","Bakery","Victoria","Stores",48.19193577,6.20391183,123.3573215,"Stores",4.033663187
3644,"Grubbs","Sherrie","F","Abbotsford","Shelf Stocker","Processed Foods","Abbotsford","Stores",40.59818196,4.611989358,70.75729163,"Stores",2.640114925
3645,"Gonzalez","Joshua","M","Nanaimo","Produce Clerk","Produce","Nanaimo","Stores",55.75988064,7.069826782,83.08620863,"Stores",5.487438714
3646,"Cowan","Gregory","M","Victoria","Baker","Bakery","Victoria","Stores",32.03145799,4.838692407,0,"Stores",0.88567283
3647,"Dolan","Tanya","F","New Westminster","Produce Clerk","Produce","New Westminster","Stores",54.63730497,7.137051634,115.2009414,"Stores",5.254155901
3648,"Parker","Tatyana","F","Victoria","Produce Clerk","Produce","Victoria","Stores",49.5373764,8.3399066,103.0764519,"Stores",4.113430997
3649,"Gowen","Willie","M","Salmon Valley","Produce Clerk","Produce","Prince George","Stores",48.4708472,6.795692699,64.28924798,"Stores",4.036767651
3650,"Giardina","Evelyn","F","Port Coquitlam","Produce Clerk","Produce","Port Coquitlam","Stores",38.02895453,5.221661588,30.68062794,"Stores",2.065110106
3651,"Carroll","Margaret","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",35.15580809,5.77959292,70.23724552,"Stores",1.433253118
3652,"Campbell","Jason","M","Likely","Meat Cutter","Meats","Quesnel","Stores",35.26803046,6.335530142,42.90542124,"Stores",1.405849173
3653,"Donegan","Jessica","F","Port Coquitlam","Meat Cutter","Meats","Port Coquitlam","Stores",42.56503714,6.450398137,8.332079928,"Stores",2.872492327
3654,"Paxton","Marcus","M","Cranbrook","Produce Clerk","Produce","Cranbrook","Stores",47.03945621,5.469834045,53.08518402,"Stores",3.866566806
3655,"Viera","Mary","F","Prince George","Meat Cutter","Meats","Prince George","Stores",27.84194835,3.493293371,0,"Stores",0.158958397
3656,"James","Michelle","F","Richmond","Meat Cutter","Meats","Richmond","Stores",46.56607517,5.452950806,117.1577132,"Stores",3.772271058
3657,"McGinley","Janette","F","Victoria","Produce Clerk","Produce","Victoria","Stores",29.96951424,5.012703789,0,"Stores",0.452623966
3658,"Laney","Rhonda","F","Richmond","Produce Clerk","Produce","Richmond","Stores",60.4338399,6.718291638,154.3880509,"Stores",6.465193996
3659,"Lange","Della","F","Chemainus","Produce Clerk","Produce","Victoria","Stores",35.01277437,4.175409703,3.202562632,"Stores",1.548922343
3660,"Smith","Cheryl","F","Vancouver","Dairy Person","Dairy","Vancouver","Stores",50.11972349,6.243915299,104.3133571,"Stores",4.420263371
3661,"Martin","Thomas","M","Cortes Island","Dairy Person","Dairy","Cortes Island","Stores",34.30656845,5.472463369,0,"Stores",1.289045622
3662,"O'Sullivan","Mary","F","Port Mcneill","Produce Clerk","Produce","Nanaimo","Stores",31.69743016,3.537919561,0,"Stores",0.93532947
3663,"Thacker","Tyesha","F","Nanaimo","Produce Clerk","Produce","Nanaimo","Stores",38.14818172,4.947066144,58.07194331,"Stores",2.1139985
3664,"Gardner","Kit","F","Vancouver","Dairy Person","Dairy","Vancouver","Stores",47.81844683,7.343383479,78.05700091,"Stores",3.855338632
3665,"McBride","Sharon","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",32.12915235,2.767607627,29.51086139,"Stores",1.09216049
3666,"Fernandez","Rocco","M","Vancouver","Dairy Person","Dairy","Vancouver","Stores",50.33457501,7.651904548,88.83083862,"Stores",4.336818251
3667,"Jones","Virginia","F","Osoyoos","Produce Clerk","Produce","Kelowna","Stores",49.54071322,3.842480915,91.0964937,"Stores",4.519559963
3668,"Bain","Virginia","F","Rutland","Produce Clerk","Produce","Kelowna","Stores",33.82830008,5.480493765,19.22912465,"Stores",1.191514598
3669,"Gomez","James","M","Duncan","Produce Clerk","Produce","Quesnel","Stores",34.79616463,5.600116161,28.34117804,"Stores",1.376637365
3670,"McHale","Dustin","M","Kamloops","Produce Clerk","Produce","Kamloops","Stores",44.42641089,5.560393753,50.77641565,"Stores",3.329491958
3671,"Mancia","Allison","F","Burnaby","Shelf Stocker","Processed Foods","Burnaby","Stores",37.23314818,6.088526146,66.88245747,"Stores",1.825879783
3672,"Milliner","Frank","M","Burnaby","Meat Cutter","Meats","Burnaby","Stores",37.7650002,6.330381926,44.38962651,"Stores",1.911728929
3673,"Ashmore","Louise","F","Port Coquitlam","Produce Clerk","Produce","Port Coquitlam","Stores",43.72785711,6.274677588,82.7299328,"Stores",3.123702196
3675,"Demasi","Ernest","M","Cranbrook","Produce Clerk","Produce","Cranbrook","Stores",38.0944547,7.067956245,25.75409344,"Stores",1.911920273
3676,"Moore","Craig","M","Vancouver","Meat Cutter","Meats","Vancouver","Stores",54.90145479,5.775782549,127.0898666,"Stores",5.430344513
3677,"Fowler","Jacqueline","F","New Westminster","Produce Clerk","Produce","New Westminster","Stores",48.97111928,3.658590056,54.2834458,"Stores",4.420845739
3678,"Moore","Donald","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",33.36117266,6.047404804,7.923621386,"Stores",1.045854221
3679,"Bridges","Jerry","M","New Westminster","Produce Clerk","Produce","New Westminster","Stores",59.09152721,6.426124153,156.07711,"Stores",6.21983393
3680,"Preiss","Erma","F","New Westminster","Produce Clerk","Produce","New Westminster","Stores",40.68989711,3.08610352,47.48602303,"Stores",2.79624135
3681,"Frazer","Justin","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",37.47529923,8.108856682,37.33645066,"Stores",1.692756391
3682,"Graber","Lois","F","Surrey","Produce Clerk","Produce","Surrey","Stores",39.48340535,4.637634409,17.2267716,"Stores",2.412159249
3683,"Copeland","Kimberly","F","West Vancouver","Meat Cutter","Meats","West Vancouver","Stores",41.24942063,4.656608174,43.6188808,"Stores",2.767910693
3684,"Wolfe","Ward","M","Qualicum Beach","Produce Clerk","Produce","Nanaimo","Stores",37.07031951,4.076208162,0,"Stores",1.974336594
3685,"Steele","Sammie","M","Golden","Produce Clerk","Produce","Cranbrook","Stores",50.33703915,5.627093976,37.33630531,"Stores",4.519858481
3686,"Brink","Sarah","F","Cranbrook","Produce Clerk","Produce","Cranbrook","Stores",36.85286007,4.786395994,106.9670949,"Stores",1.86629517
3687,"Reyes","Janet","F","Burnaby","Shelf Stocker","Processed Foods","Burnaby","Stores",47.55188425,4.951060853,103.8104884,"Stores",4.017056813
3688,"McCray","Leonard","M","Victoria","Baker","Bakery","Victoria","Stores",46.34708909,3.923828023,94.73561415,"Stores",3.865799769
3689,"Roberts","Lorena","F","Hope","Produce Clerk","Produce","Chilliwack","Stores",49.98754853,4.262103388,76.23531719,"Stores",4.572174654
3690,"Walker","Roy","M","Haney","Meat Cutter","Meats","Haney","Stores",35.93455404,7.780749383,40.86911302,"Stores",1.410471345
3691,"Knowles","Jeffrey","M","Burnaby","Meat Cutter","Meats","Burnaby","Stores",33.56475104,4.942733493,46.60275977,"Stores",1.186649575
3692,"Hartley","Billi","F","Grand Forks","Produce Clerk","Produce","Grand Forks","Stores",57.49110918,4.216654256,143.892081,"Stores",6.095079694
3693,"Cook","Harvey","M","Port Alberni","Produce Clerk","Produce","Nanaimo","Stores",38.73886552,5.115741685,31.18685497,"Stores",2.218353252
3694,"Schreier","Byron","M","Richmond","Meat Cutter","Meats","Richmond","Stores",41.99557917,4.630100122,70.8632214,"Stores",2.921331598
3695,"Mobley","Cassandra","F","Golden","Meat Cutter","Meats","Cranbrook","Stores",41.75393519,4.937781676,19.35353999,"Stores",2.844681835
3696,"White","Marion","F","New Westminster","Produce Clerk","Produce","New Westminster","Stores",40.70010751,5.33434015,13.74056732,"Stores",2.595624207
3697,"Keenan","Francisco","M","Aldergrove","Produce Clerk","Produce","Aldergrove","Stores",52.18519527,4.673322429,86.65041419,"Stores",4.979931471
3698,"Walters","Carlota","F","Abbotsford","Shelf Stocker","Processed Foods","Abbotsford","Stores",60.09910037,5.328987983,176.8781504,"Stores",6.522687841
3699,"Dellinger","Catherine","F","Trail","Produce Clerk","Produce","Trail","Stores",40.33585813,4.169746054,54.96783447,"Stores",2.626886819
3700,"Proctor","Winona","F","Bougie Creek","Produce Clerk","Produce","Quesnel","Stores",21.87513137,4.375600505,0,"Stores",-1.12833663
3701,"Alejos","Edward","M","Peachland","Produce Clerk","Produce","Kelowna","Stores",28.86127833,3.078881712,0,"Stores",0.402642796
3702,"Pouncy","Samuel","M","New Westminster","Produce Clerk","Produce","New Westminster","Stores",42.99318001,5.812623903,10.0302654,"Stores",3.016650263
3703,"Gallaher","Donna","F","Vancouver","Meat Cutter","Meats","Vancouver","Stores",41.89991143,8.491494439,64.4895719,"Stores",2.553853514
3704,"Harris","Diane","F","Creston","Meat Cutter","Meats","Cranbrook","Stores",38.55116854,5.951761114,14.35923555,"Stores",2.10499208
3705,"Bell","Ashley","M","Vancouver","Meat Cutter","Meats","Vancouver","Stores",41.77552598,6.441473532,17.19721303,"Stores",2.713490686
3706,"Lindsey","Gaynell","F","Penticton","Produce Clerk","Produce","Kelowna","Stores",34.40667756,6.004043853,2.726732818,"Stores",1.26138563
3707,"Maynard","Johnathon","M","Kelowna","Produce Clerk","Produce","Kelowna","Stores",27.40706726,5.695312338,0,"Stores",-0.127583793
3708,"Thomas","Robert","M","Prince George","Meat Cutter","Meats","Prince George","Stores",33.77316755,4.915984322,0,"Stores",1.231246995
3709,"Ham","Brian","M","Dawson Creek","Baker","Bakery","Dawson Creek","Stores",50.02459627,4.504632055,110.4345583,"Stores",4.557809013
3710,"Braunstein","Mark","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",35.31023884,7.56897151,40.21783255,"Stores",1.303194984
3711,"Tamura","Vi","F","White Rock","Shelf Stocker","Processed Foods","White Rock","Stores",46.23628303,5.304124578,40.99497102,"Stores",3.71893434
3712,"Roy","Billie","F","Vancouver","Produce Clerk","Produce","Vancouver","Stores",64.33771284,6.608494268,201.7969357,"Stores",7.265281644
3713,"Vanpelt","Noe","M","Richmond","Meat Cutter","Meats","Richmond","Stores",62.41311098,7.118146684,140.1133568,"Stores",6.829773538
3714,"Alatorre","Jason","M","Little Fort","Produce Clerk","Produce","Kamloops","Stores",23.88826278,4.96143657,0,"Stores",-0.773669992
3715,"Butler","Samuel","M","Port Edward","Produce Clerk","Produce","Terrace","Stores",43.91138341,4.129335077,37.91811133,"Stores",3.354257746
3716,"Powell","Stephanie","F","Aldergrove","Produce Clerk","Produce","Aldergrove","Stores",45.95884707,6.386921064,104.4059769,"Stores",3.565161422
3717,"Hudson","Carol","F","Rutland","Produce Clerk","Produce","Kelowna","Stores",35.94876365,3.998074833,11.12284997,"Stores",1.754364586
3718,"Martinez","Helen","F","Fauquier","Produce Clerk","Produce","Trail","Stores",34.61569515,7.300387339,29.18439863,"Stores",1.186824785
3719,"Ramirez","William","M","Sayward","Produce Clerk","Produce","Nanaimo","Stores",45.98874908,6.629107594,85.06971475,"Stores",3.549380248
3720,"Wigington","James","M","Cranbrook","Meat Cutter","Meats","Cranbrook","Stores",41.86498835,6.123997881,2.426735895,"Stores",2.760220088
3721,"Smith","Lori","F","Richmond","Produce Clerk","Produce","Richmond","Stores",37.96303992,5.150368688,46.4905181,"Stores",2.058195448
3722,"Ford","Richard","M","Haney","Produce Clerk","Produce","Haney","Stores",56.40911931,6.674937907,111.7725517,"Stores",5.654452315
3723,"Pierce","Donald","M","Victoria","Produce Clerk","Produce","Victoria","Stores",52.57134651,6.875903282,76.12944808,"Stores",4.859525091
3724,"Bratcher","Kimberly","F","Victoria","Baker","Bakery","Victoria","Stores",32.5569859,3.447787687,55.27943501,"Stores",1.117439122
3725,"Smith","Jerome","M","Vancouver","Produce Clerk","Produce","Vancouver","Stores",22.12458656,5.463572982,0,"Stores",-1.175927297
3726,"Ellerman","Virginia","F","Cranbrook","Meat Cutter","Meats","Cranbrook","Stores",31.51830165,8.722976596,10.10696341,"Stores",0.431626636
3727,"Hutchison","Kimberly","F","Langley","Produce Clerk","Produce","Langley","Stores",29.85200174,4.258411867,12.91464074,"Stores",0.496839273
3728,"Navarro","Trevor","M","Nanaimo","Produce Clerk","Produce","Nanaimo","Stores",36.20695744,5.532327328,2.255232207,"Stores",1.668309515
3729,"Manning","Ronnie","M","Trail","Produce Clerk","Produce","Trail","Stores",54.45257246,7.67548378,119.0662751,"Stores",5.168222968
3730,"Cranford","Elizabeth","F","Port Alberni","Produce Clerk","Produce","Nanaimo","Stores",54.64600509,4.734095878,122.6555212,"Stores",5.472549047
3731,"Powers","Robin","M","Fairmont Hot Springs","Meat Cutter","Meats","Cranbrook","Stores",62.03490551,5.864474661,134.6152513,"Stores",6.866241861
3732,"Nall","Mildred","F","Victoria","Baker","Bakery","Victoria","Stores",59.11183402,8.480840988,105.5124374,"Stores",6.038706685
3733,"Farmer","Evelyn","F","Avola","Produce Clerk","Produce","Kamloops","Stores",49.19821335,4.345186549,176.2868612,"Stores",4.404913916
3734,"Richards","James","M","Port Coquitlam","Produce Clerk","Produce","Port Coquitlam","Stores",42.04420158,4.281433567,48.2299781,"Stores",2.962606451
3735,"Mosqueda","Debra","F","Victoria","Baker","Bakery","Victoria","Stores",28.31163121,3.310764371,0,"Stores",0.270483075
3736,"Perez","Andrew","M","Prince George","Meat Cutter","Meats","Prince George","Stores",45.34028596,6.02048154,61.73572872,"Stores",3.472992869
3737,"Conner","Cruz","F","New Westminster","Produce Clerk","Produce","New Westminster","Stores",41.46638426,4.27081032,74.27764967,"Stores",2.846607236
3738,"Thorpe","Richard","M","Vancouver","Meat Cutter","Meats","Vancouver","Stores",28.21177472,4.95297047,19.17934858,"Stores",0.102222203
3739,"Gutierrez","Amy","F","New Westminster","Produce Clerk","Produce","New Westminster","Stores",47.65062029,3.694718815,131.9695639,"Stores",4.150304337
